0 0 736.626
0.20202 0 737.49
0.40404 0 737.528
0.606061 0 736.844
0.808081 0 736.781
1.0101 0 737.146
1.21212 0 737.479
1.41414 0 737.248
1.61616 0 736.683
1.81818 0 736.692
2.0202 0 737.214
2.22222 0 737.597
2.42424 0 737.316
2.62626 0 736.739
2.82828 0 736.75
3.0303 0 737.278
3.23232 0 737.589
3.43434 0 737.219
3.63636 0 736.653
3.83838 0 736.738
4.0404 0 737.299
4.24242 0 737.519
4.44444 0 737.028
4.64646 0 736.526
4.84848 0 736.863
5.05051 0 737.654
5.25253 0 737.853
5.45455 0 737.123
5.65657 0 736.479
5.85859 0 736.903
6.06061 0 737.777
6.26263 0 737.784
6.46465 0 736.663
6.66667 0 735.918
6.86869 0 736.823
7.07071 0 738.354
7.27273 0 738.345
7.47475 0 736.431
7.67677 0 735.076
7.87879 0 736.672
8.08081 0 739.771
8.28283 0 739.875
8.48485 0 734.318
8.68687 0 726.247
8.88889 0 722.18
9.09091 0 725.611
9.29293 0 733.493
9.49495 0 739.372
9.69697 0 739.828
9.89899 0 737.064
10.101 0 735.384
10.303 0 736.432
10.5051 0 738.166
10.7071 0 738.286
10.9091 0 736.987
11.1111 0 736.185
11.3131 0 736.817
11.5152 0 737.775
11.7172 0 737.697
11.9192 0 736.803
12.1212 0 736.358
12.3232 0 736.951
12.5253 0 737.685
12.7273 0 737.559
12.9293 0 736.789
13.1313 0 736.386
13.3333 0 736.824
13.5354 0 737.404
13.7374 0 737.39
13.9394 0 736.939
14.1414 0 736.778
14.3434 0 737.159
14.5455 0 737.523
14.7475 0 737.372
14.9495 0 736.933
15.1515 0 736.835
15.3535 0 737.185
15.5556 0 737.449
15.7576 0 737.239
15.9596 0 736.816
16.1616 0 736.738
16.3636 0 737.076
16.5657 0 737.298
16.7677 0 737.087
16.9697 0 736.729
17.1717 0 736.73
17.3737 0 737.108
17.5758 0 737.361
17.7778 0 737.19
17.9798 0 736.872
18.1818 0 736.837
18.3838 0 737.102
18.5859 0 737.188
18.7879 0 736.924
18.9899 0 736.592
19.1919 0 736.619
19.3939 0 736.967
19.596 0 737.177
19.798 0 737.042
20 0 736.831
