0 0 674.948
0.20202 0 675.498
0.40404 0 675.567
0.606061 0 675.157
0.808081 0 675.309
1.0101 0 675.657
1.21212 0 675.857
1.41414 0 675.633
1.61616 0 675.142
1.81818 0 675.125
2.0202 0 675.462
2.22222 0 675.7
2.42424 0 675.494
2.62626 0 675.079
2.82828 0 675.114
3.0303 0 675.499
3.23232 0 675.735
3.43434 0 675.491
3.63636 0 675.098
3.83838 0 675.192
4.0404 0 675.615
4.24242 0 675.813
4.44444 0 675.5
4.64646 0 675.156
4.84848 0 675.373
5.05051 0 675.888
5.25253 0 675.977
5.45455 0 675.413
5.65657 0 674.924
5.85859 0 675.22
6.06061 0 675.902
6.26263 0 676.017
6.46465 0 675.289
6.66667 0 674.727
6.86869 0 675.255
7.07071 0 676.227
7.27273 0 676.191
7.47475 0 674.847
7.67677 0 673.892
7.87879 0 674.998
8.08081 0 677.199
8.28283 0 677.392
8.48485 0 673.677
8.68687 0 668.124
8.88889 0 665.272
9.09091 0 667.612
9.29293 0 673.078
9.49495 0 677.159
9.69697 0 677.41
9.89899 0 675.356
10.101 0 674.072
10.303 0 674.758
10.5051 0 675.992
10.7071 0 676.088
10.9091 0 675.19
11.1111 0 674.679
11.3131 0 675.251
11.5152 0 676.055
11.7172 0 676.026
11.9192 0 675.294
12.1212 0 674.891
12.3232 0 675.33
12.5253 0 675.956
12.7273 0 675.938
12.9293 0 675.343
13.1313 0 674.975
13.3333 0 675.277
13.5354 0 675.785
13.7374 0 675.861
13.9394 0 675.491
14.1414 0 675.262
14.3434 0 675.479
14.5455 0 675.759
14.7475 0 675.662
14.9495 0 675.279
15.1515 0 675.109
15.3535 0 675.374
15.5556 0 675.699
15.7576 0 675.678
15.9596 0 675.377
16.1616 0 675.211
16.3636 0 675.389
16.5657 0 675.63
16.7677 0 675.602
16.9697 0 675.346
17.1717 0 675.208
17.3737 0 675.345
17.5758 0 675.51
17.7778 0 675.473
17.9798 0 675.284
18.1818 0 675.233
18.3838 0 675.42
18.5859 0 675.595
18.7879 0 675.562
18.9899 0 675.39
19.1919 0 675.34
19.3939 0 675.483
19.596 0 675.597
19.798 0 675.524
20 0 675.365
