5.000000000000000000e-01 0.000000000000000000e+00
5.454545454545454142e-01 0.000000000000000000e+00
5.909090909090909394e-01 0.000000000000000000e+00
6.363636363636363535e-01 0.000000000000000000e+00
6.818181818181818787e-01 0.000000000000000000e+00
7.272727272727272929e-01 0.000000000000000000e+00
7.727272727272727071e-01 0.000000000000000000e+00
8.181818181818181213e-01 0.000000000000000000e+00
8.636363636363636465e-01 0.000000000000000000e+00
9.090909090909091717e-01 0.000000000000000000e+00
9.545454545454545858e-01 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00
1.045454545454545414e+00 0.000000000000000000e+00
1.090909090909090828e+00 0.000000000000000000e+00
1.136363636363636243e+00 0.000000000000000000e+00
1.181818181818181879e+00 0.000000000000000000e+00
1.227272727272727293e+00 0.000000000000000000e+00
1.272727272727272707e+00 0.000000000000000000e+00
1.318181818181818343e+00 0.000000000000000000e+00
1.363636363636363757e+00 0.000000000000000000e+00
1.409090909090909172e+00 0.000000000000000000e+00
1.454545454545454586e+00 0.000000000000000000e+00
1.500000000000000000e+00 0.000000000000000000e+00
1.545454545454545414e+00 0.000000000000000000e+00
1.590909090909090828e+00 0.000000000000000000e+00
1.636363636363636465e+00 0.000000000000000000e+00
1.681818181818181879e+00 0.000000000000000000e+00
1.727272727272727293e+00 0.000000000000000000e+00
1.772727272727272707e+00 0.000000000000000000e+00
1.818181818181818121e+00 0.000000000000000000e+00
1.863636363636363757e+00 0.000000000000000000e+00
1.909090909090909172e+00 0.000000000000000000e+00
1.954545454545454586e+00 0.000000000000000000e+00
2.000000000000000000e+00 0.000000000000000000e+00
2.045454545454545414e+00 0.000000000000000000e+00
2.090909090909090828e+00 0.000000000000000000e+00
2.136363636363636687e+00 0.000000000000000000e+00
2.181818181818181657e+00 0.000000000000000000e+00
2.227272727272727515e+00 0.000000000000000000e+00
2.272727272727272485e+00 0.000000000000000000e+00
2.318181818181818343e+00 0.000000000000000000e+00
2.363636363636363757e+00 0.000000000000000000e+00
2.409090909090909172e+00 0.000000000000000000e+00
2.454545454545454586e+00 0.000000000000000000e+00
2.500000000000000000e+00 0.000000000000000000e+00
2.545454545454545414e+00 0.000000000000000000e+00
2.590909090909090828e+00 0.000000000000000000e+00
2.636363636363636243e+00 0.000000000000000000e+00
2.681818181818181657e+00 0.000000000000000000e+00
2.727272727272727515e+00 0.000000000000000000e+00
2.772727272727272929e+00 0.000000000000000000e+00
2.818181818181818343e+00 0.000000000000000000e+00
2.863636363636363757e+00 0.000000000000000000e+00
2.909090909090909172e+00 0.000000000000000000e+00
2.954545454545454586e+00 0.000000000000000000e+00
3.000000000000000000e+00 0.000000000000000000e+00
3.045454545454545414e+00 0.000000000000000000e+00
3.090909090909090828e+00 0.000000000000000000e+00
3.136363636363636243e+00 0.000000000000000000e+00
3.181818181818182101e+00 0.000000000000000000e+00
3.227272727272727515e+00 0.000000000000000000e+00
3.272727272727272929e+00 0.000000000000000000e+00
3.318181818181818343e+00 0.000000000000000000e+00
3.363636363636363757e+00 0.000000000000000000e+00
3.409090909090909172e+00 0.000000000000000000e+00
3.454545454545454586e+00 0.000000000000000000e+00
3.500000000000000000e+00 0.000000000000000000e+00
3.545454545454545414e+00 0.000000000000000000e+00
3.590909090909090828e+00 0.000000000000000000e+00
3.636363636363636243e+00 0.000000000000000000e+00
3.681818181818182101e+00 0.000000000000000000e+00
3.727272727272727515e+00 0.000000000000000000e+00
3.772727272727272929e+00 0.000000000000000000e+00
3.818181818181818343e+00 0.000000000000000000e+00
3.863636363636363757e+00 0.000000000000000000e+00
3.909090909090909172e+00 0.000000000000000000e+00
3.954545454545454586e+00 0.000000000000000000e+00
4.000000000000000000e+00 0.000000000000000000e+00
4.045454545454544970e+00 0.000000000000000000e+00
4.090909090909090828e+00 0.000000000000000000e+00
4.136363636363636687e+00 0.000000000000000000e+00
4.181818181818181657e+00 0.000000000000000000e+00
4.227272727272727515e+00 0.000000000000000000e+00
4.272727272727273373e+00 0.000000000000000000e+00
4.318181818181818343e+00 0.000000000000000000e+00
4.363636363636363313e+00 0.000000000000000000e+00
4.409090909090909172e+00 0.000000000000000000e+00
4.454545454545455030e+00 0.000000000000000000e+00
4.500000000000000000e+00 0.000000000000000000e+00
4.545454545454545858e+00 0.000000000000000000e+00
4.590909090909090828e+00 0.000000000000000000e+00
4.636363636363636687e+00 0.000000000000000000e+00
4.681818181818181657e+00 0.000000000000000000e+00
4.727272727272727515e+00 0.000000000000000000e+00
4.772727272727272485e+00 0.000000000000000000e+00
4.818181818181818343e+00 0.000000000000000000e+00
4.863636363636363313e+00 0.000000000000000000e+00
4.909090909090909172e+00 0.000000000000000000e+00
4.954545454545455030e+00 0.000000000000000000e+00
5.000000000000000000e+00 0.000000000000000000e+00
